#{"t_start": 1787011359.127397, "env_id": "Humanoid-v4"}
r,l,t
404.784444,87,819.393093
431.277415,88,820.748465
424.373534,100,822.268398
221.678768,53,823.072247
259.474187,59,823.965855
260.326925,60,824.881404
357.73071,85,826.178932
294.384179,66,827.196209
421.352732,83,828.455838
383.133701,85,829.741398
327.575965,77,830.934206
237.736491,52,831.719105
383.855461,81,832.953801
492.64003,100,834.482709
303.356502,69,835.533896
707.222782,144,837.730018
252.323731,54,838.54384
555.73545,106,840.168492
471.911585,83,841.424132
551.059382,100,842.952043
333.017995,65,843.940398
486.651658,100,845.46033
535.43531,110,847.130859
335.310797,65,848.127193
332.90884,63,849.098593
407.479857,74,850.231561
403.311072,78,851.421377
543.22011,96,852.890445
649.160667,118,854.683646
409.50871,77,855.857505
517.157892,103,857.428301
508.848464,93,858.844511
498.071223,96,860.3056
441.659719,96,861.803591
618.37679,125,863.711485
414.455057,83,864.983082
523.727577,100,866.516977
431.383056,91,867.914238
504.20845,108,869.561828
355.7792,72,870.652908
398.365758,79,871.865663
263.005522,51,872.639591
567.964092,119,874.438776
326.58497,65,875.43511
315.620629,65,876.433438
406.265405,70,877.496593
550.69415,104,879.078359
424.543125,77,880.266181
398.305305,74,881.388177
392.976445,72,882.478261
456.144416,93,883.895468
242.894988,47,884.61554
320.78796,60,885.526103
227.79401,44,886.197307
275.398241,53,887.001156
269.482248,50,887.764114
233.978761,45,888.442299
309.006517,56,889.301998
283.955875,53,890.107841
301.680728,55,890.94161
288.654405,53,891.774382
360.608857,65,892.756752
444.871233,77,893.925624
337.607865,62,894.857131
432.621746,77,896.026003
382.208686,68,897.053254
673.026306,140,899.191531
612.053625,118,900.998695
400.457354,83,902.255332
507.265268,93,903.667552
471.07226,88,904.998989
338.316947,73,906.110016
331.943765,69,907.167186
628.291652,115,908.915508
307.704227,67,909.944753
489.761205,111,911.639218
530.654585,92,913.038474
510.072545,111,914.740917
250.441849,54,915.561721
383.381855,78,916.749542
787.912749,143,918.941675
880.494605,169,921.528751
789.668107,152,923.882452
485.053331,87,925.216881
474.189948,98,926.709885
329.732787,72,927.797973
342.706993,65,928.779347
452.743841,104,930.375076
572.007666,107,932.004715
1160.749151,234,935.551223
501.8418,97,937.037246
279.594356,55,937.872012
807.512333,142,940.044199
570.129437,111,941.73268
449.610491,99,943.25361
364.694039,73,944.369623
471.23428,87,945.6861
290.385188,60,946.607634
718.698041,159,949.032145
684.178005,122,950.871223
357.55846,69,951.917423
624.219346,107,953.565014
627.747089,114,955.297378
444.808693,76,956.453284
294.154459,54,957.27309
439.980317,79,958.46889
371.809567,65,959.453255
474.40616,94,960.899386
840.704635,178,963.596168
383.34254,80,964.807925
358.17205,64,965.767357
511.989272,104,967.3581
291.74664,62,968.294594
514.847959,95,969.743715
393.251119,80,970.958465
307.358887,67,971.984718
672.436085,140,974.108035
398.642804,80,975.321787
374.937797,86,976.635272
454.039012,96,978.100351
507.540581,101,979.629259
496.337182,88,980.968675
528.602397,96,982.414805
500.924438,103,984.018512
650.062483,142,986.174742
458.37361,84,987.441352
593.725386,125,989.32531
513.694696,90,990.701627
462.159824,82,991.942306
318.744112,70,992.99848
424.137054,87,994.316951
441.297977,78,995.504772
513.701025,91,996.874107
446.91422,90,998.250424
409.530902,91,999.622751
515.421402,92,1001.025996
524.464216,94,1002.456169
527.755434,92,1003.851434
437.46922,79,1005.052221
419.179603,75,1006.190175
482.755807,107,1007.820811
398.877245,73,1008.937822
676.345218,120,1010.757951
411.712147,80,1011.96871
496.072013,89,1013.341038
671.123739,127,1015.266884
461.734917,95,1016.709024
397.631233,73,1017.825037
470.598102,102,1019.375887
551.010388,118,1021.162107
478.477845,105,1022.75285
518.711122,102,1024.286744
390.689015,75,1025.430683
313.359746,67,1026.450953
315.626951,65,1027.436315
562.342445,116,1029.199596
488.184679,95,1030.640739
537.116939,105,1032.254421
401.549007,84,1033.52502
428.407879,104,1035.106787
689.772334,134,1037.141342
479.064281,96,1038.596448
376.18114,77,1039.769309
524.347917,109,1041.432857
385.811426,73,1042.536902
551.77516,101,1044.077779
461.8702,101,1045.634612
239.826549,51,1046.421506
475.833367,106,1048.036185
388.162406,72,1049.12527
468.163973,105,1050.716013
690.106021,128,1052.667789
710.662954,156,1055.033458
364.3702,74,1056.154458
466.05276,87,1057.471932
506.85971,106,1059.093592
508.235612,103,1060.651423
314.508016,62,1061.598887
315.814884,64,1062.563306
308.687079,64,1063.528723
303.376191,58,1064.412358
338.660965,65,1065.393731
322.116608,61,1066.31726
346.504304,67,1067.337529
407.551002,82,1068.58519
306.873239,64,1069.553599
236.121913,49,1070.297607
359.062908,71,1071.388687
297.029672,62,1072.320194
340.231952,67,1073.333483
378.915379,70,1074.429549
283.335739,56,1075.276283
319.200826,61,1076.202804
289.699856,63,1077.157249
261.11022,55,1077.987029
268.409057,53,1078.790877
380.619939,73,1079.896917
582.598864,112,1081.613324
545.74341,110,1083.280861
524.250899,100,1084.795806
274.881145,54,1085.620599
530.657005,113,1087.363934
430.439621,82,1088.606608
296.437339,58,1089.487251
321.392816,61,1090.407787
305.022642,57,1091.274468
347.416978,69,1092.320668
335.792959,63,1093.282095
355.802266,66,1094.286407
324.587407,62,1095.225893
265.936006,54,1096.042706
405.422184,73,1097.154731
340.591783,64,1098.121145
361.605701,65,1099.107505
312.324316,57,1099.973188
346.681775,67,1100.991463
315.468716,60,1101.902026
403.763506,74,1103.038983
354.957705,67,1104.043295
461.263648,87,1105.405649
514.614398,108,1107.047256
492.465378,104,1108.625033
546.741468,102,1110.167904
381.130337,82,1111.408584
855.186518,173,1114.028572
460.85009,94,1115.457747
500.430857,114,1117.192106
391.433357,86,1118.503596
365.61992,73,1119.623598
341.997318,74,1120.744599
407.175551,93,1122.154824
548.816284,109,1123.803412
654.187614,122,1125.646479
430.038724,93,1127.069671
396.575818,86,1128.371187
421.983866,93,1129.783408
516.086317,107,1131.405068
414.134755,85,1132.710574
450.947779,83,1133.970203
476.726775,96,1135.435282
534.146735,115,1137.193577
468.419862,105,1138.798282
633.084215,118,1140.590486
431.192177,96,1142.04659
538.705495,96,1143.496708
448.541804,93,1144.904939
553.150132,122,1146.751996
540.23412,103,1148.314813
432.332399,83,1149.579429
545.215644,103,1151.146235
442.518707,87,1152.472686
477.381044,95,1153.914826
554.633455,99,1155.405836
550.827875,113,1157.130221
550.955428,114,1158.862585
493.046467,90,1160.223941
494.366573,88,1161.557373
534.393656,103,1163.133155
533.187997,97,1164.604218
686.693001,122,1166.503137
508.452029,106,1168.105847
590.622128,106,1169.725513
955.293393,170,1172.303613
479.260461,84,1173.57521
435.198371,90,1174.939559
464.250666,93,1176.351779
647.627393,123,1178.210804
425.529108,96,1179.685856
433.411072,84,1180.972413
550.609581,96,1182.427519
325.321321,60,1183.332098
652.005372,118,1185.12131
639.45882,112,1186.809791
554.609239,100,1188.321744
739.672235,133,1190.332363
581.201935,117,1192.103623
283.856536,55,1192.937392
318.482898,64,1193.923752
656.575944,116,1195.699001
424.447084,75,1196.835958
422.202632,76,1197.991864
754.957711,146,1200.202947
664.904747,128,1202.142756
416.705225,85,1203.431307
559.885757,100,1204.96221
491.188112,100,1206.478153
678.814433,128,1208.423945
394.984198,82,1209.683574
718.961158,133,1211.705164
490.057056,106,1213.326824
522.253645,109,1214.971423
416.213645,78,1216.147276
547.983045,119,1217.954439
480.525879,103,1219.513268
381.139703,81,1220.749958
414.887228,86,1222.056461
360.942118,73,1223.163499
869.769766,155,1225.519194
456.114245,94,1226.957345
298.13548,56,1227.838986
599.105721,109,1229.49655
545.260539,114,1231.232903
774.130427,151,1233.519783
535.821252,101,1235.046696
527.507365,94,1236.475872
468.321545,87,1237.79534
382.368641,72,1238.877445
430.266743,81,1240.119121
813.841707,151,1242.405004
365.832232,70,1243.470153
708.72515,130,1245.43689
347.182564,71,1246.511015
479.456844,86,1247.812531
498.068444,91,1249.201813
409.824603,83,1250.453465
451.094293,90,1251.813823
488.764257,85,1253.09639
605.255277,115,1254.847704
439.327227,94,1256.289844
368.243408,70,1257.346018
981.077456,187,1260.181429
471.851625,82,1261.421111
558.373001,100,1262.939049
490.834369,93,1264.34728
446.225407,96,1265.814354
676.345327,114,1267.54572
666.794981,118,1269.344905
672.510044,121,1271.180992
1125.585044,197,1274.177971
406.605273,72,1275.268054
421.206378,76,1276.419971
437.883514,79,1277.618762
581.289668,104,1279.19654
716.410188,133,1281.225111
292.525335,56,1282.073839
379.747434,81,1283.305543
456.235496,84,1284.57714
394.690309,82,1285.82879
761.818072,141,1287.998982
302.337669,65,1289.008281
526.905287,93,1290.426486
173.064515,37,1290.985988
457.909516,87,1292.310445
553.134101,105,1293.912158
479.328234,92,1295.309417
492.316645,93,1296.719643
362.95781,83,1297.977278
526.95266,109,1299.652794
651.672126,123,1301.516805
904.210595,178,1304.221566
462.535814,88,1305.559984
720.880097,130,1307.531708
326.156961,69,1308.57691
467.79058,95,1310.019051
682.473846,126,1311.92495
488.969998,90,1313.286307
416.108084,78,1314.46216
501.104472,113,1316.179564
492.052775,100,1317.717448
457.484143,100,1319.223418
348.481379,74,1320.338434
446.079972,79,1321.536228
532.974138,112,1323.242661
607.764315,114,1324.967046
422.707644,80,1326.173817
536.961971,105,1327.770543
630.38932,128,1329.730299
479.39851,86,1331.04478
563.120854,100,1332.561721
631.980424,122,1334.408777
661.371739,130,1336.383493
789.450203,149,1338.648431
289.327956,57,1339.515111
487.211475,88,1340.846549
630.609448,115,1342.591877
476.281085,109,1344.239468
453.073012,81,1345.480148
644.075786,137,1347.566564
548.925174,122,1349.458501
385.829642,70,1350.534621
622.943194,121,1352.366718
570.63928,107,1353.982394
375.082744,69,1355.030588
517.691843,95,1356.462755
579.048889,110,1358.139269
724.715571,145,1360.345365
719.193992,141,1362.497604
859.792218,167,1365.052767
690.415471,145,1367.245897
717.058197,150,1369.518814
831.32058,164,1372.00516
417.479843,77,1373.17104
650.212446,122,1375.02807
575.896677,125,1376.916017
360.856592,75,1378.064943
584.305896,117,1379.857146
551.96375,122,1381.704203
409.5405,93,1383.125399
371.889182,80,1384.336159
663.796941,118,1386.125371
665.030075,127,1388.048225
817.537028,177,1390.706111
592.133115,110,1392.387612
525.246307,111,1394.079085
277.590444,64,1395.047493
834.411804,155,1397.385236
481.315666,84,1398.664812
605.673397,106,1400.274504
494.611731,89,1401.619903
592.215332,114,1403.352267
412.585104,79,1404.561032
353.92601,67,1405.577312
367.253739,69,1406.62451
433.152641,83,1407.881147
347.197673,64,1408.868504
391.264899,74,1410.012443
205.852069,40,1410.637769
366.839853,70,1411.713889
349.44604,68,1412.745129
375.979644,70,1413.807287
438.612238,83,1415.081876
574.209406,97,1416.548949
291.260507,57,1417.411641
553.727381,108,1419.049258
405.394072,78,1420.23309
292.962113,58,1421.11473
331.92289,62,1422.054216
459.481598,85,1423.351743
713.553639,138,1425.446138
752.707256,146,1427.654229
434.808152,80,1428.865986
491.549578,88,1430.200414
421.082939,76,1431.353329
487.517619,92,1432.739619
468.37472,86,1434.040138
631.331995,116,1435.801425
810.260671,154,1438.136176
566.153282,118,1439.959297
630.993052,123,1441.821314
610.311556,117,1443.604542
531.36334,105,1445.203263
446.257888,97,1446.675323
386.769153,81,1447.905032
310.231075,62,1448.848507
562.314369,108,1450.503079
1014.779336,214,1453.763354
390.074691,82,1455.003036
474.537443,85,1456.293582
509.488223,98,1457.799552
414.403584,90,1459.164898
513.029168,98,1460.65491
501.619321,95,1462.092064
546.89558,101,1463.629948
365.255355,73,1464.731999
360.186636,75,1465.864967
294.204311,59,1466.754586
452.651934,95,1468.188748
474.736856,97,1469.679758
503.139443,112,1471.412121
353.781056,78,1472.593958
390.579744,72,1473.685038
643.558649,116,1475.445328
519.699246,101,1476.995181
388.336372,84,1478.214915
427.964197,80,1479.377803
588.577867,118,1481.082242
410.193479,75,1482.191273
648.963818,120,1484.004421
588.976984,110,1485.666972
866.309107,156,1488.018678
595.491033,116,1489.770988
503.30143,90,1491.136334
687.948354,120,1492.968431
647.927395,116,1494.724731
612.053557,113,1496.436151
596.802198,114,1498.163528
447.712357,85,1499.472026
567.820779,108,1501.1256
573.989271,107,1502.757234
596.499248,111,1504.441725
488.665017,101,1505.967642
537.110062,122,1507.80672
1470.233125,302,1512.392447
325.308843,68,1513.428674
570.488045,111,1515.116158
418.543877,88,1516.436624
449.062033,97,1517.999442
503.552783,96,1519.597166
923.614814,169,1522.310903
915.700889,163,1524.939867
736.413997,139,1527.167904
614.637232,123,1529.140625
552.538753,104,1530.830103
788.992559,152,1533.276557
594.819502,110,1534.99396
512.170458,112,1536.656511
535.238656,113,1538.363941
475.551656,104,1539.949697
857.665806,159,1542.375207
410.421992,88,1543.7226
1016.549501,202,1546.797371
883.032898,169,1549.362506
420.072969,80,1550.574263
840.206354,171,1553.160342
400.895984,81,1554.378083
627.696517,120,1556.20619
335.104116,70,1557.264359
415.230113,92,1558.666606
943.615596,180,1561.416247
389.5006,83,1562.678868
647.950833,125,1564.572799
334.975501,62,1565.520264
322.806592,69,1566.564469
905.100474,213,1569.78884
631.905473,131,1571.777518
409.40452,75,1572.913479
464.874447,105,1574.492252
701.262066,132,1576.516834
710.225327,134,1578.548397
497.618866,101,1580.080297
966.016664,196,1583.053341
740.053119,148,1585.28437
549.874315,108,1586.917001
467.027273,100,1588.430949
1302.826995,251,1592.237761
355.434091,67,1593.283961
505.419421,99,1594.790928
394.086001,81,1596.037591
545.865097,117,1597.808851
718.29495,138,1599.901251
257.874604,54,1600.718065
263.39151,56,1601.569786
348.828503,74,1602.691783
313.878588,68,1603.720031
679.066075,144,1605.904186
388.961655,86,1607.208695
471.516212,90,1608.575038
615.263523,128,1610.517839
701.885359,132,1612.510505
441.107569,98,1613.991542
345.091095,69,1615.036745
254.263924,57,1615.891457
315.290663,64,1616.86585
504.303566,106,1618.458587
355.086775,68,1619.498803
576.32097,122,1621.346857
494.584007,87,1622.679291
805.111432,144,1624.879403
231.809899,53,1625.685246
430.108436,87,1627.005713
671.521295,126,1628.902636
537.893935,97,1630.383672
457.690885,81,1631.616373
493.54685,91,1632.990695
578.887916,113,1634.708099
512.423446,90,1636.068459
1106.662146,207,1639.207059
775.681991,129,1641.187758
458.092679,83,1642.441403
580.171633,102,1643.980284
801.178636,146,1646.191367
416.421926,75,1647.327327
421.32715,91,1648.701649
604.228813,114,1650.425036
500.202734,94,1651.840249
539.429096,108,1653.489834
542.186764,108,1655.161361
605.587916,116,1656.932621
420.671537,81,1658.171305
487.664918,94,1659.596492
556.121947,96,1661.062568
576.816387,102,1662.604441
495.390545,101,1664.139333
669.701522,132,1666.132998
337.336224,60,1667.046553
418.405484,77,1668.210438
1120.316671,215,1671.481683
594.387669,105,1673.088383
601.376235,108,1674.723009
406.387396,80,1675.944739
1136.646344,205,1679.03846
401.815219,71,1680.107598
723.763946,122,1681.955652
777.233637,159,1684.391135
724.899167,126,1686.28706
645.837325,118,1688.075275
774.870949,145,1690.271397
566.197452,119,1692.083547
471.552034,101,1693.609464
462.793875,86,1694.911978
636.443044,128,1696.8468
556.149614,109,1698.509351
653.371617,125,1700.397298
692.508183,148,1702.640295
458.790785,89,1703.991678
576.7304,120,1705.81081
783.482521,142,1707.960058
372.37524,79,1709.161842
413.829115,83,1710.422468
469.602538,87,1711.73695
651.855403,129,1713.697702
227.31002,45,1714.37489
362.914173,76,1715.560717
553.70674,110,1717.230248
589.300696,111,1718.909755
725.489037,137,1720.989188
488.932417,102,1722.538043
1115.590381,209,1725.716537
459.033122,100,1727.233477
1031.607868,187,1730.068889
1093.170328,212,1733.281292
371.521705,71,1734.359406
486.145762,83,1735.617041
386.393581,73,1736.721086
593.721024,127,1738.645935
811.473695,154,1740.97171
449.811974,81,1742.200422
410.030185,97,1743.698413
504.692039,94,1745.123599
695.126308,134,1747.153167
564.034395,119,1748.952352
391.716023,89,1750.295757
314.830197,67,1751.314031
353.782253,69,1752.363224
292.125245,70,1753.428373
292.796653,67,1754.445651
286.369426,58,1755.330283
366.120089,80,1756.546029
275.571887,60,1757.454598
447.899306,106,1759.081244
331.991973,75,1760.213215
806.975748,150,1762.496105
499.452995,114,1764.218496
374.636816,85,1765.504056
325.478203,72,1766.590149
1005.70738,209,1769.762658
385.038104,85,1771.055199
464.394839,105,1772.680848
371.590907,82,1773.933496
725.86838,146,1776.169512
281.781229,63,1777.135926
433.380094,93,1778.548146
413.421372,86,1779.851658
539.663735,108,1781.496256
485.587375,86,1782.803757
542.108554,107,1784.425417
481.396328,88,1785.76583
396.508387,81,1787.019475
546.498531,106,1788.627172
510.447423,99,1790.139126
375.999693,75,1791.273091
402.306754,76,1792.438971
586.572542,115,1794.178316
543.620627,123,1796.039335
916.128736,199,1799.06424
851.783402,145,1801.262357
343.281048,67,1802.280632
603.930707,111,1804.002025
486.069602,91,1805.377344
910.457447,185,1808.182837
563.509672,122,1810.035877
546.722167,110,1811.705409
400.145091,77,1812.87827
779.205853,141,1815.016547
344.805244,71,1816.095659
936.490961,192,1819.017839
647.827356,143,1821.204985
380.193977,83,1822.479574
1266.258269,242,1826.145762
575.574431,117,1827.923006
